Rank,Player_x,Position,School,Birthday,Age,Height,Wingspan,Weight (lbs),Hand Width,Reach,Standing Vert (in),Max Vert (in),Lane (sec),Shuttle (sec),3/4 Sprint (sec),Ovr. Rank,Avg. Rank,ESPN,The Athletic,CBS Sports,Tankathon,The Ringer,No Ceilings,Yahoo,GP,GS,MP,PTS,OREB,DREB,TREB,AST,STL,BLK,TOV,PF,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,TS%,PTS/36,OREB/36,DREB/36,TREB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,FGA/36,2PA/36,3PA/36,FTA/36,Info,Predicted_WS/48,Predicted_PPG,Predicted_VORP,Predicted_raptor_onoff_offense,Predicted_raptor_onoff_defense,Predicted_raptor_offense,Predicted_raptor_defense,Predicted_war_total,Predicted_predator_defense,Predicted_predator_total,match_name,match_score,    PK(OVR),TEAM,Player_y,HT,WT,POS,SCHOOL
80,"Miller, Emanuel",PG,TCU,6/19/2000,24.02,"6'7""","6'9""",208,,,,,,,,80,72.86,80.0,80.0,83.0,77.0,70.0,67.0,53.0,34,34.0,32.6,15.8,2.2,3.9,6.1,2.6,1.1,0.4,1.5,1.6,5.6,11.4,0.486,4.6,9.1,0.513,0.9,2.4,0.383,3.8,4.6,0.815,0.672,17.4,2.4,4.3,6.7,2.9,1.2,0.4,1.7,1.8,6.2,10.0,2.7,5.1,https://www.sports-reference.com/cbb/players/emanuel-miller-1.html,0.1130900332965509,12.306327353215742,16.98135726803045,-0.7603190082262304,0.026756447340519053,-0.6066756044900401,-0.37507062349783465,1.6290464147120738,-0.5326611948894996,-1.0029769800277262,,,,,,,,,
97,"Estrada, Aaron",PG,Alabama,2/3/2001,23.39,"6'3""","6'5""",207,,,,,,,,97,78.29,109.0,89.0,83.0,77.0,70.0,67.0,53.0,37,37.0,30.9,13.4,1.6,3.8,5.4,4.6,1.6,0.2,2.3,2.0,5.3,11.9,0.449,4.0,7.5,0.527,1.4,4.3,0.313,1.4,1.6,0.847,0.546,15.6,1.9,4.4,6.3,5.4,1.9,0.2,2.7,2.3,6.2,8.7,5.0,1.9,https://www.sports-reference.com/cbb/players/aaron-estrada-1.html,0.11232817895054806,13.699447545271306,13.285478446297176,-0.07623817236001665,-0.17685624183878734,0.41026161479133266,-0.46922804217272396,2.4819969293198345,-0.6101743804916632,-0.4329892435547755,,,,,,,,,
84,"Domask, Marcus",PG,Illinois,6/9/2000,24.04,"6'6""","6'7""",215,,,,,,,,84,73.71,83.0,93.0,73.0,77.0,70.0,67.0,53.0,38,38.0,34.5,15.9,1.1,3.9,5.0,3.9,0.4,0.3,2.3,1.3,5.7,12.6,0.453,4.6,8.9,0.516,1.1,3.6,0.297,3.4,3.9,0.872,0.612,16.6,1.1,4.1,5.2,4.1,0.4,0.3,2.4,1.4,5.9,9.3,3.8,4.1,https://www.sports-reference.com/cbb/players/marcus-domask-1.html,0.11134322698771708,16.192291902985172,20.455552984427904,0.9564766960146802,-0.5573482663354863,1.355425604915753,-1.5782764484493894,3.0880138340546153,-1.3043934427866564,0.0640810485089436,,,,,,,,,
68,"Pullin, Zyon",PG,Florida,3/3/2001,23.31,"6'4""","6'6""",210,,,,,,,,68,66.57,82.0,62.0,72.0,77.0,53.0,67.0,53.0,33,27.0,33.5,15.5,0.7,3.2,3.9,4.9,0.9,0.1,1.3,2.0,4.8,10.8,0.444,3.7,8.4,0.442,1.1,2.4,0.449,4.9,5.8,0.847,0.694,16.7,0.8,3.4,4.2,5.3,1.0,0.1,1.4,2.1,5.2,9.0,2.6,6.2,https://www.sports-reference.com/cbb/players/zyon-pullin-1.html,0.11051175281772753,13.639433488355776,18.177393929578717,-0.0858811775552606,-0.1608892700921275,0.37597021887868104,-0.7388847904717794,2.4399971287081033,-0.7731721130733731,-0.4603967622915243,,,,,,,,,
28,"Scheierman, Baylor",SF,Creighton,9/26/2000,23.75,"6'7.5""","6'8.25""",202,"9.75""","8'6.5""",27.5,32.0,10.89,2.94,3.09,28,28.57,27.0,22.0,28.0,29.0,31.0,35.0,28.0,35,35.0,36.8,18.5,0.7,8.3,9.0,3.9,0.9,0.1,2.2,1.7,6.3,14.0,0.448,3.1,5.7,0.545,3.1,8.3,0.381,2.8,3.2,0.876,0.643,18.1,0.7,8.1,8.8,3.8,0.9,0.1,2.2,1.7,6.2,5.6,8.1,3.1,https://www.sports-reference.com/cbb/players/baylor-scheierman-1.html,0.10990552537398045,14.68307185851738,11.629871387281932,0.950777201989435,-0.5629061374517242,1.1452674230374154,-1.6379874328356872,2.5912081020960027,-1.443234343104699,-0.9665797222807535,Baylor Scheierman,95.0,30.0,Boston,Baylor Scheierman,6-6,202.0,SG,Creighton
167,"Diomande, Dominique",SF,France,6/20/2005,19.01,"6'7""",,190,,,,,,,,110,,,,,,,,,21,19.0,26.3,15.5,1.3,4.3,5.6,2.1,1.8,0.3,2.1,2.4,6.1,11.9,0.512,4.4,6.2,0.716,1.7,5.7,0.292,1.6,2.4,0.68,0.634,21.2,1.8,5.9,7.6,2.9,2.5,0.5,2.9,3.3,8.3,8.5,7.8,3.3,https://basketball.realgm.com/player/Abou-Dominique-Diomande/Summary/183336,0.10791595030179035,7.304227044483038,2.2606406075639267,-1.2140122942805016,-0.033390245137453346,-2.224637142553767,0.2383901787821331,0.8921010515876345,-0.030667017777276463,-2.219736730212419,,,,,,,,,
11,"Dillingham, Rob",PG,Kentucky,1/4/2005,19.48,"6'2.25""","6'3""",164,"8.25""","7'11""",,,,,,11,10.57,8.0,15.0,7.0,9.0,10.0,9.0,16.0,32,1.0,23.3,15.2,0.3,2.7,2.9,3.9,1.0,0.1,2.0,2.6,5.4,11.3,0.475,3.4,6.8,0.495,2.0,4.5,0.444,2.4,3.1,0.796,0.652,23.5,0.5,4.2,4.5,6.0,1.5,0.2,3.1,4.0,8.3,10.5,7.0,4.8,https://www.sports-reference.com/cbb/players/rob-dillingham-1.html,0.10788563899248778,10.283161162323687,10.183973164728387,-1.5139742777693457,0.8892364447992349,-1.0956339159268167,-0.5943564432932341,1.1932644847085847,-0.6516438423069595,-1.3902805867508914,Rob Dillingham,95.0,8.0,San Antonio (From TOR),Rob Dillingham,6-1,164.0,PG,Kentucky
38,"Edwards, Justin",SF,Kentucky,12/16/2003,20.53,"6'7.25""","6'10""",209,"8.75""","8'6.5""",28.0,32.5,12.07,3.22,3.18,38,41.71,39.0,58.0,30.0,41.0,49.0,38.0,37.0,32,30.0,21.4,8.8,1.2,2.2,3.4,0.9,0.9,0.2,0.8,2.2,3.3,6.8,0.486,2.3,4.2,0.564,1.0,2.7,0.365,1.2,1.5,0.776,0.616,14.8,2.0,3.7,5.7,1.5,1.5,0.3,1.3,3.7,5.6,7.1,4.5,2.5,https://www.sports-reference.com/cbb/players/justin-edwards-4.html,0.10780539333298153,10.87977502165707,11.348059168759356,-1.1573634639119252,0.8471525665893128,-1.090377617982653,-0.38456835785200033,2.079193946686934,-0.6415810417532911,-1.6298644499192676,,,,,,,,,
18,"Collier, Isaiah",PG,USC,10/8/2004,19.71,"6'3.75""",6'4.75,205,"9""","8'1.5""",30.0,34.0,10.77,2.9,3.04,18,18.71,23.0,19.0,13.0,20.0,19.0,16.0,21.0,27,26.0,30.0,16.3,0.6,2.3,2.9,4.3,1.5,0.2,3.3,2.4,5.7,11.6,0.49,4.7,8.7,0.543,1.0,3.0,0.338,3.9,5.8,0.673,0.685,19.6,0.7,2.8,3.5,5.2,1.8,0.2,4.0,2.9,6.8,10.4,3.6,7.0,https://www.sports-reference.com/cbb/players/isaiah-collier-2.html,0.10604963484632296,7.568000977529599,3.7466097743974904,-2.9117739204060245,-0.34626296947538315,-2.161803012463778,0.06414216191199923,0.4926423157010343,-0.7319541513255305,-2.9624731495330034,Isaiah Collier,95.0,29.0,Utah (From OKC via TOR and IND),Isaiah Collier,6-2,205.0,PG,USC
20,"Filipowski, Kyle",PF,Duke,11/7/2003,20.63,"7'0.25""","6'10.5""",230,"9.5""","8'11""",27.0,32.5,11.43,2.93,3.19,20,20.57,21.0,16.0,16.0,17.0,30.0,15.0,29.0,36,36.0,30.4,16.4,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3.0,6.1,12.1,0.505,5.0,9.0,0.559,1.1,3.1,0.348,3.1,4.6,0.671,0.662,19.4,2.6,7.2,9.8,3.3,1.3,1.8,2.5,3.6,7.2,10.7,3.7,5.4,https://www.sports-reference.com/cbb/players/kyle-filipowski-1.html,0.10595824517463727,8.478797678022168,5.55424666797306,-1.9683980697070593,0.2020250737827624,-2.020441434044269,0.4252504974275893,0.9622630014547624,0.3482064995120438,-2.082805464634421,Kyle Filipowski,95.0,32.0,Utah,Kyle Filipowski,6-10,230.0,PF,Duke
113,"Sallis, Hunter",SG,Wake Forest,3/26/2003,21.25,"6'4.75""","6'9.75""",179,"9.5""","8'4.5""",29.5,36.0,10.82,3.16,3.11,38,,,,,,,,,34,34.0,35.4,18.0,0.6,3.4,4.1,2.5,1.1,0.6,1.9,1.8,6.6,13.5,0.487,4.4,8.1,0.542,2.2,5.4,0.405,2.6,3.4,0.783,0.65,18.3,0.6,3.5,4.2,2.5,1.1,0.6,1.9,1.8,6.7,8.2,5.5,3.5,https://www.sports-reference.com/cbb/players/hunter-sallis-1.html,0.10583233669785713,10.30766734798956,9.249724681504919,-1.2435499539804415,0.7003470746639286,-0.9934701987286296,-0.4462777914710502,1.471787645771865,-0.7262086269425468,-1.4032672045089505,,,,,,,,,
81,"Jones, David",SF,Memphis,11/24/2001,22.59,"6'4.75""","6'6.75""",211,"9.5""","8'4""",28.0,34.5,11.08,3.3,3.2,81,73.14,79.0,83.0,83.0,77.0,70.0,67.0,53.0,32,32.0,32.3,21.8,2.6,5.1,7.6,1.8,2.2,0.4,3.0,2.0,7.0,15.2,0.459,4.5,8.7,0.518,2.5,6.5,0.38,5.4,6.8,0.797,0.701,24.3,2.9,5.7,8.5,2.0,2.5,0.4,3.3,2.2,7.8,9.7,7.2,7.6,https://www.sports-reference.com/cbb/players/david-jones-10.html,0.10505956623026842,9.62048376212585,6.884182420748066,-1.7690081646945577,1.016769262511695,-1.152353493138236,-0.6156629953653966,0.9961090038809605,-0.9113804681173382,-1.6136586476876262,,,,,,,,,
115,"Sears, Mark",PG,Alabama,2/19/2002,22.35,"5'11.5""","6'2""",192,"8.5""","7'8""",32.0,39.0,11.96,3.26,3.33,61,,,,,,,,,37,37.0,33.6,21.5,0.9,3.3,4.2,4.0,1.6,0.1,2.4,2.0,6.8,13.4,0.508,4.2,7.5,0.565,2.6,5.9,0.436,5.4,6.2,0.857,0.78,23.0,1.0,3.5,4.5,4.3,1.7,0.1,2.6,2.1,7.3,8.0,6.3,6.6,https://www.sports-reference.com/cbb/players/mark-sears-1.html,0.104829865523972,9.864721912546859,10.559098317370845,2.7466902016984625,0.12164026720621196,-0.30235630082078624,-0.4686854016687347,2.7659486713249803,-0.31503100184655636,-1.097604441475167,,,,,,,,,
100,"Brooks, Keion",SF,Washington State,8/7/2000,23.88,"6'7""","6'10""",205,,,,,,,,100,78.57,109.0,91.0,83.0,77.0,70.0,67.0,53.0,32,32.0,35.0,21.1,1.5,5.4,6.8,1.4,0.7,0.8,1.9,2.3,7.1,14.6,0.487,5.5,10.3,0.532,1.6,4.3,0.38,5.2,6.5,0.794,0.706,21.7,1.5,5.6,7.0,1.4,0.7,0.8,2.0,2.4,7.3,10.6,4.4,6.7,https://www.sports-reference.com/cbb/players/keion-brooksjr-1.html,0.10477809688686367,9.572431864353838,10.246763411645015,-1.4831406230327153,1.0819275916198772,-1.099563915395816,-0.22618920594051115,1.2496493345512483,-0.5870496605107922,-1.3470593484660598,,,,,,,,,
106,"Nkamhoua, Olivier",PF,Michigan,5/2/2000,24.15,"6'9""",,229,,,,,,,,106,79.43,97.0,109.0,83.0,77.0,70.0,67.0,53.0,26,26.0,33.4,14.8,1.9,5.2,7.1,2.7,0.6,0.8,2.8,2.4,5.9,11.6,0.512,4.9,8.5,0.577,1.0,3.1,0.333,1.9,2.8,0.671,0.622,16.0,2.0,5.6,7.7,2.9,0.6,0.9,3.0,2.6,6.4,9.2,3.3,3.0,https://www.sports-reference.com/cbb/players/olivier-nkamhoua-1.html,0.10276644568591943,7.071279477969253,2.3804648053456505,-3.185021684161114,-0.10474196811397796,-2.338130295256201,0.06904968091959443,0.43833512987621553,-0.12221913190993963,-2.662631776262334,,,,,,,,,
114,"Watkins, Jamir",SF,Florida State,7/6/2001,22.97,"6'6.25""",6'10.75,212,"9.5""","8'8""",30.5,35.5,10.64,3.16,3.01,64,,,,,,,,,33,33.0,28.1,15.6,1.5,4.5,6.0,2.8,1.9,0.8,2.5,2.8,4.8,10.5,0.457,3.8,7.6,0.5,1.0,2.9,0.344,4.9,6.2,0.795,0.719,20.0,1.9,5.8,7.7,3.6,2.4,1.0,3.2,3.6,6.1,9.7,3.7,7.9,https://www.sports-reference.com/cbb/players/jamir-watkins-1.html,0.10235999570604239,9.57166260191847,6.2812390652180605,-1.4742382740288484,1.0006826530366462,-1.0607474987146126,-0.3315903179790673,1.4905050334231191,-0.6105309020644234,-1.0484971522908666,,,,,,,,,
36,"McCullar Jr, Kevin",SF,Kansas,3/15/2001,23.28,"6'6.5""","6'9""",206,"9.5""","8'7""",,,,,,36,40.86,37.0,55.0,39.0,34.0,41.0,27.0,53.0,26,26.0,34.2,18.3,0.8,5.2,6.0,4.1,1.5,0.4,2.5,1.9,6.1,13.5,0.454,4.6,9.0,0.515,1.5,4.5,0.333,4.6,5.7,0.805,0.66,19.3,0.8,5.5,6.3,4.3,1.6,0.4,2.6,2.0,6.4,9.5,4.7,6.0,https://www.sports-reference.com/cbb/players/kevin-mccullar-1.html,0.10199529538371448,14.082465028332804,17.84781729530543,-1.3875990364734232,-0.08210556069694422,-0.6758384499956324,-0.5030122601558825,2.5260777477686793,-0.6380580511711799,-0.9737714311350689,Kevin McCullar Jr.,95.0,56.0,Phoenix,Kevin McCullar Jr.,6-5,206.0,SF,Kansas
182,"Richmond, Kadary",PG,Seton Hall,8/25/2001,22.83,"6'5""",,180,,,,,,,,135,,,,,,,,,35,34.0,32.7,15.7,1.7,5.3,7.0,5.1,2.2,0.6,3.1,1.7,5.8,13.1,0.441,5.3,11.3,0.468,0.5,1.8,0.27,3.7,4.6,0.807,0.583,17.3,1.9,5.8,7.7,5.6,2.4,0.7,3.4,1.9,6.4,12.4,2.0,5.1,https://www.sports-reference.com/cbb/players/kadary-richmond-1.html,0.10196648646978067,13.292936773185438,19.176076435939287,-1.21183985923572,-0.17580068193364085,-0.8404099833867217,-0.6769198806851375,2.1685471618678562,-0.7712921009092553,-1.3298173877624697,,,,,,,,,
162,"Davis, RJ",PG,North Carolina,10/21/2001,22.68,"6'0""",,175,,,,,,,,85,,,,,,,,,37,37.0,34.8,21.2,0.5,3.1,3.6,3.5,1.2,0.2,1.5,1.8,7.0,16.4,0.428,4.0,8.7,0.455,3.1,7.7,0.398,4.1,4.7,0.873,0.632,21.9,0.5,3.2,3.7,3.6,1.2,0.2,1.6,1.9,7.2,9.0,8.0,4.9,https://www.sports-reference.com/cbb/players/rj-davis-1.html,0.10173542421540226,12.143741674356972,8.027374073977485,-0.16715252812756687,-0.5845477119880612,0.22052216930253357,-1.9600229209203572,2.1920272513627905,-1.7155957152611288,-1.4776767574640925,,,,,,,,,
5,"Castle, Stephon",SG,UConn,11/1/2004,19.65,"6'6.75""","6'9""",210,"8.75""","8'6""",28.5,37.0,10.93,2.91,3.19,5,3.86,6.0,3.0,5.0,6.0,1.0,2.0,4.0,34,30.0,27.0,11.1,1.7,3.0,4.7,2.9,0.8,0.5,1.5,2.4,4.0,8.5,0.472,3.4,6.3,0.544,0.6,2.2,0.267,2.4,3.2,0.755,0.628,14.8,2.3,4.0,6.3,3.9,1.1,0.7,2.0,3.2,5.3,8.4,2.9,4.3,https://www.sports-reference.com/cbb/players/stephon-castle-2.html,0.10132662930369625,11.146102216205186,10.138869607560279,-1.238504708260926,-0.41896446186364433,-1.20351974483239,-0.7790534823886301,0.9844690538908266,-0.988359605705851,-2.034075982337562,Stephon Castle,95.0,4.0,San Antonio,Stephon Castle,6-5,210.0,PG,UConn
29,"Tyson, Jaylon",SF,California,12/2/2002,21.56,"6'6.75""","6'8""",218,"9.5""","8'6.5""",29.5,36.5,11.13,3.06,3.12,29,30.0,31.0,28.0,31.0,31.0,33.0,26.0,30.0,31,30.0,34.3,19.6,1.6,5.1,6.8,3.5,1.2,0.5,3.1,2.1,7.2,15.4,0.465,5.5,10.9,0.509,1.6,4.5,0.36,3.6,4.6,0.796,0.622,20.6,1.7,5.4,7.1,3.7,1.3,0.5,3.3,2.2,7.6,11.4,4.7,4.8,https://www.sports-reference.com/cbb/players/jaylon-tyson-1.html,0.1011631840794674,9.619551919125803,6.666623599704874,-1.4971716574175047,0.5956890107231636,-1.0165496388392095,-0.5970643863429779,0.9951975441151015,-0.8063891268421629,-1.295587086328644,Jaylon Tyson,95.0,20.0,Cleveland,Jaylon Tyson,6-5,218.0,SG,California
82,"Disu, Dylan",PF,Texas,11/12/2000,23.62,"6'9""",,225,,,,,,,,82,73.14,74.0,88.0,83.0,77.0,70.0,67.0,53.0,25,20.0,25.8,15.5,1.0,4.0,5.0,1.5,1.3,1.1,1.6,3.4,5.6,12.0,0.465,3.9,8.3,0.471,1.6,3.6,0.451,2.8,3.4,0.812,0.627,21.6,1.4,5.6,7.0,2.1,1.8,1.5,2.2,4.7,7.8,11.6,5.0,4.7,https://www.sports-reference.com/cbb/players/dylan-disu-1.html,0.1010734142897805,14.214606125338664,10.3846811894255,-0.6768059077592578,-0.23845457964401118,-0.38191180444077033,-0.7879679677413312,1.4031793319190333,-0.8575183420974508,-0.9138080698803955,,,,,,,,,
24,"Furphy, Johnny",SF,Kansas,12/7/2004,19.55,"6'8.75""","6'8""",189,"9.5""","8'8.5""",25.5,32.0,11.15,3.17,3.2,24,24.14,18.0,27.0,25.0,18.0,29.0,25.0,27.0,33,19.0,24.1,9.0,1.3,3.6,4.9,1.0,0.9,0.3,0.8,2.1,2.9,6.2,0.466,1.6,2.5,0.642,1.3,3.8,0.352,1.9,2.5,0.765,0.688,13.4,1.9,5.4,7.3,1.5,1.3,0.4,1.2,3.1,4.3,3.7,5.7,3.7,https://www.sports-reference.com/cbb/players/johnny-furphy-1.html,0.10048493884505504,11.709254589705715,15.479999749649544,-1.1927297777089747,0.39299316551763624,-1.1479758233480666,-0.7090217047526644,1.225995618652262,-0.9448216894985018,-1.854472523598371,Johnny Furphy,95.0,35.0,San Antonio,Johnny Furphy,6-7,189.0,SG,Kansas
118,"Brazile, Trevon",PF,Arkansas,1/7/2003,21.47,"6'10.5""","7'3.75""",215,"10.25""","9'0.5""",33.0,41.0,11.15,3.01,3.09,68,,,,,,,,,26,23.0,25.7,8.6,1.7,4.2,5.9,0.5,0.7,1.2,1.5,2.3,3.0,6.2,0.488,2.1,3.6,0.585,0.9,2.6,0.353,1.6,2.3,0.695,0.661,12.0,2.4,5.9,8.3,0.7,1.0,1.7,2.1,3.2,4.2,5.0,3.6,3.2,https://www.sports-reference.com/cbb/players/trevon-brazile-1.html,0.09991477095825965,11.186000895996125,22.986766459851083,-0.9411427250418152,-0.08991498488236893,-2.0450215380438457,0.11334815339460505,1.6964004908743544,0.00405913178653544,-2.4607061557899184,,,,,,,,,
54,"Alexander, Trey",SG,Creighton,5/2/2003,21.15,"6'4.5""","6'10.5""",187,"10""","8'5.5""",26.5,32.0,11.37,2.92,3.21,54,52.43,62.0,44.0,38.0,50.0,70.0,50.0,53.0,35,35.0,37.3,17.6,0.5,5.2,5.7,4.7,1.1,0.4,2.5,1.7,6.6,14.9,0.446,4.9,9.6,0.504,1.8,5.2,0.339,2.5,3.1,0.824,0.577,17.0,0.5,5.0,5.5,4.5,1.1,0.4,2.4,1.6,6.4,9.3,5.0,3.0,https://www.sports-reference.com/cbb/players/trey-alexander-1.html,0.09985626728453995,14.669182156821607,16.411835203526728,-0.9279007568502204,0.008207924025561296,-0.1725667661754171,-0.7732282341241306,1.6215244688501373,-0.9486665126915006,-1.105570584610809,,,,,,,,,
156,"Griffen, Rylan",SG,Alabama,12/19/2003,20.52,"6'6""",,190,,,,,,,,96,,,,,,,,,36,33.0,26.3,11.2,0.9,2.4,3.4,1.9,0.5,0.3,1.4,2.1,3.7,8.1,0.454,1.6,2.8,0.569,2.1,5.3,0.392,1.8,2.2,0.81,0.662,15.3,1.2,3.3,4.7,2.6,0.7,0.4,1.9,2.9,5.1,3.8,7.3,3.0,https://www.sports-reference.com/cbb/players/rylan-griffen-1.html,0.09917767483969867,15.105110697882532,15.199741113485489,-0.7133146680456025,-0.22770770915200272,-0.6536337592788553,-0.48198870430572005,2.5032396593390196,-0.6087965589969151,-1.1056937640645466,,,,,,,,,
163,"Lewis, KJ",SG,Arizona,8/3/2004,19.89,"6'4""",,205,,,,,,,,103,,,,,,,,,36,0.0,18.3,6.1,1.0,2.1,3.1,1.9,1.1,0.3,0.8,2.6,2.1,4.5,0.466,1.7,3.3,0.508,0.4,1.1,0.341,1.6,2.0,0.792,0.629,12.0,2.0,4.1,6.1,3.7,2.2,0.6,1.6,5.1,4.1,6.5,2.2,3.9,https://www.sports-reference.com/cbb/players/kj-lewis-2.html,0.09886188964120678,9.039528071176953,7.865441667922121,-1.3977088963497009,0.4962953793999602,-1.0561371472406311,-0.5498406645690814,1.0594493358179202,-0.812317702499072,-1.2373730387415969,,,,,,,,,
49,"Bridges, Jalen",SF,Baylor,5/14/2001,23.11,"6'8""","6'10""",213,"10""","8'9""",25.0,32.0,11.14,3.0,3.16,49,50.71,53.0,52.0,50.0,54.0,47.0,46.0,53.0,35,35.0,31.7,12.2,1.9,3.7,5.7,1.4,1.1,0.6,1.0,1.5,4.1,8.8,0.466,2.0,3.8,0.538,2.1,5.1,0.412,1.9,2.3,0.823,0.666,13.9,2.2,4.2,6.5,1.6,1.2,0.7,1.1,1.7,4.7,4.3,5.8,2.6,https://www.sports-reference.com/cbb/players/jalen-bridges-1.html,0.09846924366792713,13.95697705499017,6.855185339926092,-0.7612075338962981,-0.01689554281476135,0.1297874854604912,-0.6366414582103186,1.4163266044338525,-0.6662897907949582,-0.9396198230981085,,,,,,,,,
178,"DeVries, Tucker",SG,Drake,12/7/2002,21.55,"6'7""",,210,,,,,,,,121,,,,,,,,,34,34.0,35.5,21.6,0.6,6.1,6.7,3.7,1.6,0.3,2.5,1.7,7.2,16.2,0.444,4.6,9.2,0.506,2.6,7.1,0.363,4.6,5.7,0.813,0.652,21.9,0.6,6.2,6.8,3.8,1.6,0.3,2.5,1.7,7.3,9.3,7.2,5.8,https://www.sports-reference.com/cbb/players/tucker-devries-1.html,0.0983588863112844,15.080301643092255,18.21150869887089,-0.8659452030755768,-0.12422900489476361,-0.6854482167419627,-0.45351376119483966,2.201522086629958,-0.6091991712390271,-0.6969162521384181,,,,,,,,,
51,"Wells, Jaylen",SF,Washington State,8/26/2003,20.83,"6'7.75""","6'7.25""",206,"9.25""","8'7.5""",27.5,36.0,11.28,3.03,3.08,51,51.0,47.0,50.0,54.0,49.0,44.0,60.0,53.0,34,20.0,29.2,12.6,1.2,3.4,4.6,1.2,0.5,0.2,0.7,1.9,4.1,9.4,0.436,2.0,4.4,0.457,2.1,4.9,0.417,2.3,2.9,0.814,0.646,15.5,1.5,4.2,5.7,1.5,0.6,0.2,0.9,2.3,5.1,5.4,6.0,3.6,https://www.sports-reference.com/cbb/players/jaylen-wells-1.html,0.09701462124008041,11.698210214877957,14.939380614212046,-1.3252586272131839,-0.06235739200361806,-0.6890540726411244,-0.632776510597132,1.4164465068289696,-0.8246787566925992,-1.3778195082609526,Jaylen Wells,95.0,39.0,Memphis,Jaylen Wells,6-6,206.0,SG,Washington State
105,"Strazel, Matthew",PG,France,8/5/2002,21.89,"6'0""",,178,,,,,,,,105,79.43,109.0,97.0,83.0,77.0,70.0,67.0,53.0,32,,25.4,10.4,0.2,1.7,1.8,3.7,0.7,0.1,2.2,2.5,3.6,7.7,0.466,2.0,3.4,0.573,1.6,4.3,0.38,1.6,2.1,0.746,0.648,14.7,0.3,2.4,2.6,5.2,1.0,0.1,3.1,3.5,5.1,4.8,6.1,3.0,https://www.basketball-reference.com/international/players/matthew-strazel-1.html,0.09672834070965618,9.472612358794578,11.205086277624357,-1.1965995659769573,-0.726597411440226,-1.1826016800619734,-0.8273539027920532,1.1217216033501733,-1.0022274347063833,-2.161842749256848,,,,,,,,,
164,"Fleming, Rasheer",PF,St. Joseph's,1/1/2003,21.48,"6'9""",,230,,,,,,,,106,,,,,,,,,35,35.0,26.8,10.7,2.5,4.9,7.4,0.8,0.8,1.5,1.0,2.6,4.0,7.6,0.528,3.1,4.6,0.66,1.0,3.0,0.324,1.7,2.8,0.612,0.68,14.4,3.4,6.6,9.9,1.1,1.1,2.0,1.3,3.5,5.4,6.2,4.0,3.8,https://www.sports-reference.com/cbb/players/rasheer-fleming-1.html,0.09582872439384854,6.590568990005286,4.352536149036081,-3.661614394031826,-0.48956206344134656,-3.1102664749331628,0.5168838607518405,0.6192840167337403,-0.07935617797312333,-3.371171653581142,,,,,,,,,
26,"Smith, Tyler",PF,G-League Ignite,11/2/2004,19.65,"6'10.25""","7'1""",224,"9""","8'9""",32.0,38.0,10.74,2.99,3.28,26,26.29,34.0,25.0,21.0,23.0,27.0,22.0,32.0,43,2.0,22.2,13.7,1.7,3.4,5.1,1.3,0.8,0.9,1.3,2.6,5.0,10.3,0.48,3.6,6.6,0.546,1.4,3.7,0.36,1.4,1.9,0.732,0.645,22.3,2.8,5.5,8.3,2.2,1.3,1.5,2.0,4.3,8.0,10.7,6.1,3.1,https://basketball.realgm.com/player/Tyler-Smith/Summary/170123,0.09558526186749022,10.974447119601201,18.685263828560746,-1.1752564297953676,-1.2460286355344246,-0.11846650849223149,-0.6399756357830089,1.7488999458726502,-1.3420967909207784,-2.5105314848486846,Tyler Smith,95.0,33.0,Milwaukee,Tyler Smith,6-9,224.0,SF,
10,"Carter, Devin",SG,Providence,3/18/2002,22.27,"6'3.5""","6'8.75""",193,"9""","8'2""",35.0,42.0,10.63,2.9,2.87,10,10.14,12.0,7.0,12.0,13.0,5.0,11.0,11.0,33,33.0,35.3,19.7,1.0,7.7,8.7,3.6,1.8,1.0,2.7,1.9,6.6,14.0,0.473,4.1,7.3,0.563,2.5,6.8,0.377,3.9,5.2,0.749,0.687,20.1,1.0,7.9,8.9,3.7,1.8,1.0,2.8,1.9,6.7,7.4,6.9,5.3,https://www.sports-reference.com/cbb/players/devin-carter-3.html,0.09543969079076961,10.396063845120732,3.519740179971746,-0.8850861471410317,-1.1155951749713777,-1.195011139967748,-0.9905260582900053,0.8937686747804005,-1.1098565087450007,-2.074992162133259,Devin Carter,95.0,13.0,Sacramento,Devin Carter,6-2,193.0,PG,Providence
117,"Lee, Xaivian",PG,Princeton,3/12/2004,20.29,"6'3""",,171,,,,,,,,84,,,,,,,,,29,29.0,31.2,17.1,0.7,5.1,5.7,3.7,1.0,0.5,1.4,2.1,5.9,13.0,0.451,4.1,7.7,0.529,1.8,5.3,0.338,3.6,4.4,0.798,0.64,19.7,0.8,5.9,6.6,4.3,1.2,0.6,1.6,2.4,6.8,8.9,6.1,5.1,https://www.sports-reference.com/cbb/players/xaivian-lee-1.html,0.09459865789821639,10.499749902526366,15.688568822168131,-1.8869320475780629,0.9669156596837858,-1.290738514477424,-0.21975717096100872,1.7752264207442516,-0.5392488593158957,-1.171323343551966,,,,,,,,,
